time_ms,Ip
-1.49964432,0.0
-1.49864432,0.0
-1.49764432,0.0
-1.49664432,0.0
-1.49564432,0.0
-1.49464432,0.0
-1.49364432,0.0
-1.49264432,0.0
-1.49164432,0.0
-1.49064432,0.0
-1.48964432,0.0
-1.48864432,0.0
-1.48764432,0.0
-1.48664432,0.0
-1.48564432,0.0
-1.48464432,0.0
-1.48364432,0.0
-1.48264432,0.0
-1.48164432,0.0
-1.48064432,0.0
-1.47964432,0.0
-1.47864432,0.0
-1.47764432,0.0
-1.47664432,0.0
-1.47564432,0.0
-1.47464432,0.0
-1.47364432,0.0
-1.47264432,0.0
-1.47164432,0.0
-1.47064432,0.0
-1.46964432,0.0
-1.46864432,0.0
-1.46764432,0.0
-1.46664432,0.0
-1.46564432,0.0
-1.46464432,0.0
-1.46364432,0.0
-1.46264432,0.0
-1.46164432,0.0
-1.46064432,0.0
-1.45964432,0.0
-1.45864432,0.0
-1.45764432,0.0
-1.45664432,0.0
-1.45564432,0.0
-1.45464432,0.0
-1.45364432,0.0
-1.45264432,0.0
-1.45164432,0.0
-1.45064432,0.0
-1.44964432,0.0
-1.44864432,0.0
-1.44764432,0.0
-1.44664432,0.0
-1.44564432,0.0
-1.44464432,0.0
-1.44364432,0.0
-1.44264432,0.0
-1.44164432,0.0
-1.44064432,0.0
-1.43964432,0.0
-1.43864432,0.0
-1.4376443200000002,0.0
-1.43664432,0.0
-1.43564432,0.0
-1.43464432,0.0
-1.43364432,0.0
-1.43264432,0.0
-1.43164432,0.0
-1.43064432,0.0
-1.42964432,0.0
-1.42864432,0.0
-1.42764432,0.0
-1.42664432,0.0
-1.42564432,0.0
-1.42464432,0.0
-1.42364432,0.0
-1.42264432,0.0
-1.42164432,0.0
-1.42064432,0.0
-1.4196443200000002,0.0
-1.41864432,0.0
-1.41764432,0.0
-1.4166443199999998,0.0
-1.41564432,0.0
-1.41464432,0.0
-1.41364432,0.0
-1.41264432,0.0
-1.41164432,0.0
-1.41064432,0.0
-1.4096443200000002,0.0
-1.4086443199999998,0.0
-1.40764432,0.0
-1.40664432,0.0
-1.40564432,0.0
-1.40464432,0.0
-1.40364432,0.0
-1.40264432,0.0
-1.4016443200000002,0.0
-1.40064432,0.0
-1.39964432,0.0
-1.3986443199999998,0.0
-1.39764432,0.0
-1.39664432,0.0
-1.39564432,0.0
-1.39464432,0.0
-1.3936443200000002,0.0
-1.39264432,0.0
-1.3916443200000002,0.0
-1.3906443199999998,0.0
-1.38964432,0.0
-1.38864432,0.0
-1.38764432,0.0
-1.38664432,0.0
-1.38564432,0.0
-1.38464432,0.0
-1.38364432,0.0
-1.38264432,0.0
-1.38164432,0.0
-1.3806443199999998,0.0
-1.37964432,0.0
-1.37864432,0.0
-1.37764432,0.0
-1.37664432,0.0
-1.37564432,0.0
-1.37464432,0.0
-1.37364432,0.0
-1.37264432,0.0
-1.37164432,0.0
-1.37064432,0.0
-1.36964432,0.0
-1.36864432,0.0
-1.36764432,0.0
-1.36664432,0.0
-1.36564432,0.0
-1.36464432,0.0
-1.36364432,0.0
-1.3626443199999998,0.0
-1.36164432,0.0
-1.36064432,0.0
-1.35964432,0.0
-1.35864432,0.0
-1.35764432,0.0
-1.35664432,0.0
-1.35564432,0.0
-1.35464432,0.0
-1.35364432,0.0
-1.35264432,0.0
-1.35164432,0.0
-1.35064432,0.0
-1.34964432,0.0
-1.34864432,0.0
-1.34764432,0.0
-1.34664432,0.0
-1.34564432,0.0
-1.34464432,0.0
-1.34364432,0.0
-1.34264432,0.0
-1.34164432,0.0
-1.34064432,0.0
-1.33964432,0.0
-1.33864432,0.0
-1.33764432,0.0
-1.33664432,0.0
-1.33564432,0.0
-1.33464432,0.0
-1.33364432,0.0
-1.33264432,0.0
-1.33164432,0.0
-1.33064432,0.0
-1.32964432,0.0
-1.32864432,0.0
-1.32764432,0.0
-1.3266443200000002,0.0
-1.32564432,0.0
-1.32464432,0.0
-1.32364432,0.0
-1.32264432,0.0
-1.32164432,0.0
-1.32064432,0.0
-1.31964432,0.0
-1.31864432,0.0
-1.31764432,0.0
-1.31664432,0.0
-1.31564432,0.0
-1.31464432,0.0
-1.31364432,0.0
-1.31264432,0.0
-1.31164432,0.0
-1.31064432,0.0
-1.30964432,0.0
-1.30864432,0.0
-1.30764432,0.0
-1.3066443199999995,0.0
-1.30564432,0.0
-1.3046443199999995,0.0
-1.30364432,0.0
-1.30264432,0.0
-1.30164432,0.0
-1.30064432,0.0
-1.29964432,0.0
-1.29864432,0.0
-1.29764432,0.0
-1.2966443199999995,0.0
-1.2956443199999998,0.0
-1.2946443199999995,0.0
-1.2936443199999998,0.0
-1.29264432,0.0
-1.2916443199999998,0.0
-1.29064432,0.0
-1.28964432,0.0
-1.2886443199999995,0.0
-1.2876443199999998,0.0
-1.2866443199999995,0.0
-1.2856443199999998,0.0
-1.28464432,0.0
-1.2836443199999998,0.0
-1.28264432,0.0
-1.2816443199999998,0.0
-1.28064432,0.0
-1.2796443199999998,0.0
-1.2786443199999995,0.0
-1.2776443199999998,0.0
-1.2766443199999995,0.0
-1.2756443199999998,0.0
-1.27464432,0.0
-1.2736443199999998,0.0
-1.27264432,0.0
-1.27164432,0.0
-1.27064432,0.0
-1.2696443199999998,0.0
