time_ms,U_loop
-1.49960208,0.0
-1.49860208,0.0
-1.49760208,0.0
-1.4966020800000002,0.0
-1.49560208,0.0
-1.4946020800000002,0.0
-1.4936020800000005,0.0
-1.4926020800000002,0.0
-1.4916020800000005,0.0
-1.4906020800000002,0.0
-1.48960208,0.0
-1.4886020800000002,0.0
-1.48760208,0.0
-1.4866020800000002,0.0
-1.48560208,0.0
-1.4846020800000002,0.0
-1.4836020800000005,0.0
-1.4826020800000002,0.0
-1.4816020800000005,0.0
-1.48060208,0.0
-1.47960208,0.0
-1.4786020800000002,0.0
-1.47760208,0.0
-1.4766020800000002,0.0
-1.4756020800000005,0.0
-1.47460208,0.0
-1.4736020800000005,0.0
-1.47260208,0.0
-1.47160208,0.0
-1.47060208,0.0
-1.46960208,0.0
-1.46860208,0.0
-1.46760208,0.0
-1.46660208,0.0
-1.4656020800000005,0.0
-1.46460208,0.0
-1.4636020800000002,0.0
-1.46260208,0.0
-1.46160208,0.0
-1.46060208,0.0
-1.45960208,0.0
-1.45860208,0.0
-1.4576020800000002,0.0
-1.45660208,0.0
-1.4556020800000002,0.0
-1.45460208,0.0
-1.4536020800000002,0.0
-1.45260208,0.0
-1.45160208,0.0
-1.45060208,0.0
-1.44960208,0.0
-1.44860208,0.0
-1.4476020800000002,0.0
-1.44660208,0.0
-1.4456020800000002,0.0
-1.4446020800000003,0.0
-1.44360208,0.0
-1.44260208,0.0
-1.44160208,0.0
-1.44060208,0.0
-1.4396020800000002,0.0
-1.43860208,0.0
-1.4376020800000002,0.0
-1.43660208,0.0
-1.4356020800000002,0.0
-1.43460208,0.0
-1.43360208,0.0
-1.43260208,0.0
-1.43160208,0.0
-1.43060208,0.0
-1.4296020800000002,0.0
-1.42860208,0.0
-1.4276020800000002,0.0
-1.4266020800000003,0.0
-1.42560208,0.0
-1.42460208,0.0
-1.42360208,0.0
-1.42260208,0.0
-1.4216020800000002,0.0
-1.42060208,0.0
-1.4196020800000002,0.0
-1.41860208,0.0
-1.4176020800000002,0.0
-1.4166020800000003,0.0
-1.41560208,0.0
-1.41460208,0.0
-1.41360208,0.0
-1.41260208,0.0
-1.4116020800000002,0.0
-1.41060208,0.0
-1.4096020800000002,0.0
-1.4086020800000003,0.0
-1.4076020800000002,0.0
-1.40660208,0.0
-1.40560208,0.0
-1.40460208,0.0
-1.4036020800000002,0.0
-1.40260208,0.0
-1.4016020800000002,0.0
-1.40060208,0.0
-1.3996020800000002,0.0
-1.3986020800000003,0.0
-1.39760208,0.0
-1.39660208,0.0
-1.39560208,0.0
-1.39460208,0.0
-1.3936020800000002,0.0
-1.39260208,0.0
-1.3916020800000002,0.0
-1.3906020800000003,0.0
-1.3896020800000002,0.0
-1.38860208,0.0
-1.38760208,0.0
-1.38660208,0.0
-1.3856020800000002,0.0
-1.38460208,0.0
-1.3836020800000002,0.0
-1.38260208,0.0
-1.3816020800000002,0.0
-1.3806020800000005,0.0
-1.3796020800000002,0.0
-1.37860208,0.0
-1.3776020800000002,0.0
-1.37660208,0.0
-1.3756020800000002,0.0
-1.37460208,0.0
-1.3736020800000002,0.0
-1.3726020800000005,0.0
-1.3716020800000002,0.0
-1.3706020800000005,0.0
-1.36960208,0.0
-1.36860208,0.0
-1.3676020800000002,0.0
-1.36660208,0.0
-1.3656020800000002,0.0
-1.36460208,0.0
-1.3636020800000002,0.0
-1.3626020800000005,0.0
-1.3616020800000002,0.0
-1.36060208,0.0
-1.3596020800000002,0.0
-1.35860208,0.0
-1.3576020800000002,0.0
-1.35660208,0.0
-1.3556020800000002,0.0
-1.3546020800000005,0.0
-1.3536020800000002,0.0
-1.3526020800000005,0.0
-1.3516020800000002,0.0
-1.35060208,0.0
-1.34960208,0.0
-1.34860208,0.0
-1.34760208,0.0
-1.34660208,0.0
-1.34560208,0.0
-1.3446020800000005,0.0
-1.34360208,0.0
-1.3426020800000005,0.0
-1.34160208,0.0
-1.34060208,0.0
-1.33960208,0.0
-1.33860208,0.0
-1.33760208,0.0
-1.3366020800000002,0.0
-1.33560208,0.0
-1.3346020800000002,0.0
-1.33360208,0.0
-1.33260208,0.0
-1.33160208,0.0
-1.33060208,0.0
-1.32960208,0.0
-1.3286020800000002,0.0
-1.32760208,0.0
-1.3266020800000002,0.0
-1.32560208,0.0
-1.3246020800000002,0.0
-1.32360208,0.0
-1.32260208,0.0
-1.32160208,0.0
-1.32060208,0.0
-1.31960208,0.0
-1.3186020800000002,0.0
-1.31760208,0.0
-1.3166020800000002,0.0
-1.31560208,0.0
-1.31460208,0.0
-1.31360208,0.0
-1.31260208,0.0
-1.31160208,0.0
-1.3106020800000002,0.0
-1.30960208,0.0
-1.3086020800000002,0.0
-1.30760208,0.0
-1.3066020800000002,0.0
-1.3056020800000003,0.0
-1.30460208,0.0
-1.30360208,0.0
-1.30260208,0.0
-1.30160208,0.0
-1.3006020800000002,0.0
-1.29960208,0.0
-1.2986020800000002,0.0
-1.29760208,0.0
-1.2966020800000002,0.0
-1.29560208,0.0
-1.29460208,0.0
-1.29360208,0.0
-1.2926020800000002,0.0
-1.29160208,0.0
-1.2906020800000002,0.0
-1.28960208,0.0
-1.2886020800000002,0.0
-1.2876020800000003,0.0
-1.28660208,0.0
-1.28560208,0.0
-1.28460208,0.0
-1.28360208,0.0
-1.2826020800000002,0.0
-1.28160208,0.0
-1.2806020800000002,0.0
-1.2796020800000003,0.0
-1.2786020800000002,0.0
-1.27760208,0.0
-1.27660208,0.0
-1.27560208,0.0
-1.2746020800000002,0.0
-1.27360208,0.0
-1.2726020800000002,0.0
-1.27160208,0.0
-1.2706020800000002,0.0
-1.2696020800000003,0.0
-1.2686020800000002,0.0
-1.26760208,0.0
-1.26660208,0.0
-1.26560208,0.0
-1.2646020800000002,0.0
-1.26360208,0.0
-1.2626020800000002,0.0
-1.2616020800000003,0.0
-1.2606020800000002,0.0
-1.2596020800000003,0.0
-1.25860208,0.0
-1.25760208,0.0
-1.2566020800000002,0.0
-1.25560208,0.0
-1.2546020800000002,0.0
-1.25360208,0.0
-1.2526020800000002,0.0
-1.2516020800000005,0.0
-1.2506020800000002,0.0
-1.24960208,0.0
-1.24860208,0.0
-1.24760208,0.0
-1.2466020800000002,0.0
-1.24560208,0.0
-1.2446020800000002,0.0
-1.2436020800000005,0.0
-1.2426020800000002,0.0
-1.2416020800000005,0.0
-1.24060208,0.0
-1.23960208,0.0
-1.2386020800000002,0.0
-1.23760208,0.0
-1.2366020800000002,0.0
-1.23560208,0.0
-1.2346020800000002,0.0
-1.2336020800000005,0.0
-1.2326020800000002,0.0
-1.2316020800000005,0.0
-1.23060208,0.0
-1.22960208,0.0
-1.2286020800000002,0.0
-1.22760208,0.0
-1.2266020800000002,0.0
-1.2256020800000005,0.0
-1.22460208,0.0
-1.2236020800000005,0.0
-1.22260208,0.0
-1.22160208,0.0
-1.22060208,0.0
-1.21960208,0.0
-1.21860208,0.0
-1.21760208,0.0
-1.21660208,0.0
-1.2156020800000005,0.0
-1.21460208,0.0
-1.2136020800000002,0.0
-1.21260208,0.0
-1.21160208,0.0
-1.21060208,0.0
-1.20960208,0.0
-1.20860208,0.0
-1.2076020800000002,0.0
-1.20660208,0.0
-1.2056020800000002,0.0
-1.20460208,0.0
-1.20360208,0.0
-1.20260208,0.0
-1.20160208,0.0
-1.20060208,0.0
-1.19960208,0.0
-1.19860208,0.0
-1.1976020800000002,0.0
